CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,6311,1,"MILLER, L",20,32
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,6330,1,MANSURY,10,7
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,6502,101,FORSYTH,35,8
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,6560,101,FUNK,50,59
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,6570,1,"MARCUS, R",50,61
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,6660,1,BAUGHER,20,1
CRP - CITY & REGIONAL PLANNING,Spring 2012,CRP,6791,102,"MILLER, L",15,10
CSS - CROP & SOIL SCIENCES,Spring 2013,CSS,4200,1,DEGLORIA,60,30
CSS - CROP & SOIL SCIENCES,Spring 2013,CSS,4910,201,FICK,15,0
CSS - CROP & SOIL SCIENCES,Fall 2012,CSS,1120,1,BUCKLEY,20,4
CSS - CROP & SOIL SCIENCES,Fall 2012,CSS,1900,1,FICK,70,72
CSS - CROP & SOIL SCIENCES,Fall 2012,CSS,2110,1,SETTER,40,48
CSS - CROP & SOIL SCIENCES,Fall 2012,CSS,2600,1,RUSSELL-ANELLI,70,78
CSS - CROP & SOIL SCIENCES,Fall 2012,CSS,3150,1,DITOMMASO,25,35
CSS - CROP & SOIL SCIENCES,Fall 2012,CSS,4050,1,SETTER,40,5
CSS - CROP & SOIL SCIENCES,Fall 2012,CSS,4910,1,FICK,15,0
CSS - CROP & SOIL SCIENCES,Spring 2012,CSS,3210,1,VAN ES,35,32
CSS - CROP & SOIL SCIENCES,Spring 2012,CSS,3970,1,MADSEN,10,0
CSS - CROP & SOIL SCIENCES,Spring 2012,CSS,4200,1,DEGLORIA,50,55
CSS - CROP & SOIL SCIENCES,Spring 2012,CSS,4551,1,"CHENG, L",10,7
CSS - CROP & SOIL SCIENCES,Spring 2012,CSS,4660,1,THIES,15,8
CSS - CROP & SOIL SCIENCES,Spring 2012,CSS,4720,1,LEHMANN,18,6
CSS - CROP & SOIL SCIENCES,Spring 2012,CSS,4910,201,FINK,25,0
DANCE - DANCE,Spring 2012,DANCE,2500,101,MORGENROTH,13,8
DANCE - DANCE,Spring 2012,DANCE,3500,501,MORGENROTH,13,3
DANCE - DANCE,Spring 2012,DANCE,3510,501,MORGENROTH,13,0
DANCE - DANCE,Spring 2012,DANCE,3590,1,"INTEMANN, E",12,3
DANCE - DANCE,Spring 2012,DANCE,4500,501,MORGENROTH,13,0
DANCE - DANCE,Spring 2012,DANCE,4510,501,MORGENROTH,13,0
DANCE - DANCE,Spring 2012,DANCE,4750,1,CHU,10,3
DEA - DESIGN & ENVIRONMENTAL ANALY,Spring 2013,DEA,1500,1,EVANS,300,231
DEA - DESIGN & ENVIRONMENTAL ANALY,Spring 2013,DEA,1501,1,EVANS,300,6
DEA - DESIGN & ENVIRONMENTAL ANALY,Fall 2012,DEA,1110,1,DANKO,125,85
DEA - DESIGN & ENVIRONMENTAL ANALY,Fall 2012,DEA,2550,1,BECKER,25,15
DEA - DESIGN & ENVIRONMENTAL ANALY,Fall 2012,DEA,3030,1,GILMORE,25,30
DEA - DESIGN & ENVIRONMENTAL ANALY,Fall 2012,DEA,4401,501,GILMORE,17,16
DEA - DESIGN & ENVIRONMENTAL ANALY,Fall 2012,DEA,4520,401,FEATHERS,22,9
DEA - DESIGN & ENVIRONMENTAL ANALY,Fall 2012,DEA,4530,1,BECKER,25,14
DEA - DESIGN & ENVIRONMENTAL ANALY,Fall 2012,DEA,4550,1,WELLS,15,16
DEA - DESIGN & ENVIRONMENTAL ANALY,Fall 2012,DEA,4590,1,MAXWELL,30,24
DEA - DESIGN & ENVIRONMENTAL ANALY,Fall 2012,DEA,6200,1,MAXWELL,20,17
DEA - DESIGN & ENVIRONMENTAL ANALY,Fall 2012,DEA,6500,1,MAXWELL,30,6
DEA - DESIGN & ENVIRONMENTAL ANALY,Fall 2012,DEA,6530,1,BECKER,25,10
DEA - DESIGN & ENVIRONMENTAL ANALY,Fall 2012,DEA,6560,1,WELLS,15,14
DEA - DESIGN & ENVIRONMENTAL ANALY,Fall 2012,DEA,6590,1,BECKER,25,3
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2013,DSOC,2050,"1,2",MCMICHAEL,90,89
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2013,DSOC,2090,1,WEEDEN,200,57
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2013,DSOC,2750,1,GURAK,50,45
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2013,DSOC,3111,1,LEUENBERGER,125,24
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2013,DSOC,3400,1,GILLESPIE,42,42
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2013,DSOC,6080,1,GURAK,20,2
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2013,DSOC,6250,1,MCMICHAEL,15,9
DSOC - DEVELOPMENT SOCIOLOGY,Fall 2012,DSOC,1101,1,HIRSCHL,350,340
DSOC - DEVELOPMENT SOCIOLOGY,Fall 2012,DSOC,1204,101,SCHNEIDER,18,18
DSOC - DEVELOPMENT SOCIOLOGY,Fall 2012,DSOC,2010,1,BASU,65,46
DSOC - DEVELOPMENT SOCIOLOGY,Fall 2012,DSOC,2200,1,PARRA,40,25
DSOC - DEVELOPMENT SOCIOLOGY,Fall 2012,DSOC,2710,1,SIPPLE,115,22
DSOC - DEVELOPMENT SOCIOLOGY,Fall 2012,DSOC,3010,1,MAKKI,55,36
DSOC - DEVELOPMENT SOCIOLOGY,Fall 2012,DSOC,3140,1,FRANCIS,30,30
DSOC - DEVELOPMENT SOCIOLOGY,Fall 2012,DSOC,3311,1,WOLF,65,8
DSOC - DEVELOPMENT SOCIOLOGY,Fall 2012,DSOC,3360,1,BROWN,25,27
DSOC - DEVELOPMENT SOCIOLOGY,Fall 2012,DSOC,4380,1,WILLIAMS,12,5
DSOC - DEVELOPMENT SOCIOLOGY,Fall 2012,DSOC,5710,1,SIPPLE,115,2
DSOC - DEVELOPMENT SOCIOLOGY,Fall 2012,DSOC,6060,1,MAKKI,15,15
DSOC - DEVELOPMENT SOCIOLOGY,Fall 2012,DSOC,6190,1,FRANCIS,15,8
DSOC - DEVELOPMENT SOCIOLOGY,Fall 2012,DSOC,6320,1,WOLF,65,5
DSOC - DEVELOPMENT SOCIOLOGY,Fall 2012,DSOC,6380,1,WILLIAMS,12,5
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2012,DSOC,1101,1,"GONZALES, A",270,265
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2012,DSOC,1204,101,"SCHNEIDER, M",18,18
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2012,DSOC,2050,1,"MCMICHAEL, P",75,64
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2012,DSOC,2090,1,WEEDEN,200,80
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2012,DSOC,2201,1,"STEDMAN, R",125,4
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2012,DSOC,2650,1,"VELEZ, H",125,54
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2012,DSOC,3010,1,MAKKI,50,40
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2012,DSOC,3050,1,"ELOUNDOU-ENYEGUE, P",60,41
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2012,DSOC,3111,1,LEUENBERGER,100,23
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2012,DSOC,3130,1,"ELOUNDOU-ENYEGUE, P",35,26
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2012,DSOC,3290,1,"FLORES-MACIAS, G",100,9
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2012,DSOC,3400,1,"GILLESPIE, G",50,39
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2012,DSOC,3700,1,HIRSCHL,50,39
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2012,DSOC,5600,1,"FRANCIS, J",15,4
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2012,DSOC,6060,1,MAKKI,15,13
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2012,DSOC,6150,1,WILLIAMS,25,22
DSOC - DEVELOPMENT SOCIOLOGY,Spring 2012,DSOC,7300,1,"MCMICHAEL, P",12,5
EDUC - EDUCATION,Fall 2012,EDUC,2410,1-6,PERRY,120,99
EDUC - EDUCATION,Fall 2012,EDUC,2610,201,RICHARDSON,30,0
EDUC - EDUCATION,Fall 2012,EDUC,2710,1,SIPPLE,115,46
EDUC - EDUCATION,Fall 2012,EDUC,4040,1,DUFF,25,7
EDUC - EDUCATION,Fall 2012,EDUC,5710,1,SIPPLE,115,9
EDUC - EDUCATION,Spring 2012,EDUC,2400,1-5,"PERRY, J",125,116
EDUC - EDUCATION,Spring 2012,EDUC,3405,1,"VILLENAS, S",50,25
EDUC - EDUCATION,Spring 2012,EDUC,5020,1,ASSIE-LUMUMBA,10,2
EDUC - EDUCATION,Spring 2012,EDUC,5440,1,"DUFF, B",25,7
EDUC - EDUCATION,Spring 2012,EDUC,6940,1,CAFFARELLA,10,4
ENGRC - ENGINEERING COMMUNICATIONS,Fall 2012,ENGRC,3350,"201, 202",AHLERS,60,0
ENGRC - ENGINEERING COMMUNICATIONS,Fall 2012,ENGRC,3500,202,EVANS,30,0
ENGRC - ENGINEERING COMMUNICATIONS,Spring 2012,ENGRC,3350,"201, 202",AHLERS,60,0
ENGRC - ENGINEERING COMMUNICATIONS,Spring 2012,ENGRC,3500,202,EVANS,30,0
ENGRD - ENGINEERING DISTRIBUTION,Spring 2013,ENGRD,2300,1,BOJANCZYK,40,27
ENGRD - ENGINEERING DISTRIBUTION,Spring 2013,ENGRD,2700,1,LEWIS,200,193
ENGRD - ENGINEERING DISTRIBUTION,Fall 2012,ENGRD,2020,"1,2",SACHSE,250,271
ENGRD - ENGINEERING DISTRIBUTION,Fall 2012,ENGRD,2100,1,SHEALY,90,11
ENGRD - ENGINEERING DISTRIBUTION,Fall 2012,ENGRD,2110,1,JAMES,250,91
ENGRD - ENGINEERING DISTRIBUTION,Fall 2012,ENGRD,2112,1,MYERS,45,13
ENGRD - ENGINEERING DISTRIBUTION,Fall 2012,ENGRD,2190,1,DANIEL,115,95
ENGRD - ENGINEERING DISTRIBUTION,Fall 2012,ENGRD,2210,1,ERICKSON,140,198
ENGRD - ENGINEERING DISTRIBUTION,Fall 2012,ENGRD,2300,1,SUH,65,33
ENGRD - ENGINEERING DISTRIBUTION,Fall 2012,ENGRD,2510,1,AHNER,60,42
ENGRD - ENGINEERING DISTRIBUTION,Fall 2012,ENGRD,2600,1,BAEUMNER,95,24
ENGRD - ENGINEERING DISTRIBUTION,Fall 2012,ENGRD,2610,1,BAKER,100,61
ENGRD - ENGINEERING DISTRIBUTION,Fall 2012,ENGRD,2700,1,WOODARD,200,213
ENGRG - ENGINEERING GENERAL INTEREST,Fall 2012,ENGRG,2500,1,KLINE,50,0
ENGRG - ENGINEERING GENERAL INTEREST,Fall 2012,ENGRG,4610,1,CALLISTER,70,12
ENGRI - INTRO TO ENGINEERING,Fall 2012,ENGRI,1100,1,XU,40,30
ENGRI - INTRO TO ENGINEERING,Fall 2012,ENGRI,1101,1,SHMOYS,45,52
ENGRI - INTRO TO ENGINEERING,Fall 2012,ENGRI,1110,1,UMBACH,55,46
ENGRI - INTRO TO ENGINEERING,Fall 2012,ENGRI,1120,1,DUNCAN,100,80
ENGRI - INTRO TO ENGINEERING,Fall 2012,ENGRI,1160,1,INGRAFFEA,70,51
ENGRI - INTRO TO ENGINEERING,Fall 2012,ENGRI,1170,1,RITZ,60,58
ENGRI - INTRO TO ENGINEERING,Fall 2012,ENGRI,1210,1,ALBONESI,35,46
ENGRI - INTRO TO ENGINEERING,Spring 2012,ENGRI,1101,1,SHMOYS,40,34
ENGRI - INTRO TO ENGINEERING,Spring 2012,ENGRI,1140,1,VAN DOVEN,36,30
ENGRI - INTRO TO ENGINEERING,Spring 2012,ENGRI,1220,1,"BROWN, L",202,37
ENGRI - INTRO TO ENGINEERING,Spring 2012,ENGRI,1270,1,CALLISTER,105,100
ENGRI - INTRO TO ENGINEERING,Spring 2012,ENGRI,1310,1,"PUTNAM, D",70,37
ENINT - ENGLISH FOR INTERNATIONAL STUDENTS,Fall 2012,ENINT,1001,1-6,BLAND,75,34
ENINT - ENGLISH FOR INTERNATIONAL STUDENTS,Fall 2012,ENINT,1002,"1,2",SLAWSON,24,12
ENINT - ENGLISH FOR INTERNATIONAL STUDENTS,Fall 2012,ENINT,1003,1,BELL,12,6
ENINT - ENGLISH FOR INTERNATIONAL STUDENTS,Spring 2012,ENINT,1001,1-5,SLAWSON/ADIE,60,33
ENINT - ENGLISH FOR INTERNATIONAL STUDENTS,Spring 2012,ENINT,1002,"1,2","SLAWSON, M",24,18
ENINT - ENGLISH FOR INTERNATIONAL STUDENTS,Spring 2012,ENINT,1003,"1,2",SLAWSON,24,10
ENTOM - ENTOMOLOGY,Fall 2012,ENTOM,2020,1,NYROP,20,40
ENTOM - ENTOMOLOGY,Fall 2012,ENTOM,2120,1,GILBERT,30,39
ENTOM - ENTOMOLOGY,Fall 2012,ENTOM,3070,1,SCOTT,50,33
ENTOM - ENTOMOLOGY,Spring 2012,ENTOM,2010,1,SANDERSON,140,45
ENTOM - ENTOMOLOGY,Spring 2012,ENTOM,2011,1,SANDERSON,140,87
ENTOM - ENTOMOLOGY,Spring 2012,ENTOM,3250,1,RAYOR,25,15
ENTOM - ENTOMOLOGY,Spring 2012,ENTOM,3330,1,LIEBHERR,16,10
ENTOM - ENTOMOLOGY,Spring 2012,ENTOM,3690,1,"KESSLER, A",50,10
FDSC - FOOD SCIENCE,Spring 2013,FDSC,1102,1,GRAVANI,30,25
FDSC - FOOD SCIENCE,Spring 2013,FDSC,2100,1,LIU,48,37
FDSC - FOOD SCIENCE,Fall 2012,FDSC,2204,1,HEUVEL,50,1
FDSC - FOOD SCIENCE,Fall 2012,FDSC,4100,"1,2",LAWLESS,45,48
FDSC - FOOD SCIENCE,Fall 2012,FDSC,4210,1,RIZVI,40,48
FDSC - FOOD SCIENCE,Spring 2012,FDSC,1102,1,GRAVANI,30,25
FDSC - FOOD SCIENCE,Spring 2012,FDSC,1104,1,ARNINK,130,42
FDSC - FOOD SCIENCE,Spring 2012,FDSC,1500,1,MILLER/GRAVAI,175,276
FDSC - FOOD SCIENCE,Spring 2012,FDSC,2300,401,REGENSTEIN,36,29
FDSC - FOOD SCIENCE,Spring 2012,FDSC,2500,1,REGENSTEIN,190,131
FDSC - FOOD SCIENCE,Spring 2012,FDSC,4170,1,"BRADY, J",52,53
FDSC - FOOD SCIENCE,Spring 2012,FDSC,4300,1,SACKS,120,91
FDSC - FOOD SCIENCE,Spring 2012,FDSC,4350,1,TIMMONS,25,0
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2013,FGSS,2760,1,HANSON,100,30
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2013,FGSS,4507,101,BOYCE DAVIES,10,3
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2013,FGSS,4783,101,HITE,17,1
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2013,FGSS,6507,101,BOYCE DAVIES,10,0
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,2090,101,NORTON,18,0
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,2140,1,FORTUNE,60,3
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,2421,1,MARCH,25,19
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,2511,1,WASHINGTON,30,1
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,2840,1,VAN BUSKIRK,50,7
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,3510,1,BOYCE DAVIES,10,0
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,3550,1,HANSON,60,4
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,3680,1,HYAMS,40,6
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,3760,1,MEIXNER,37,1
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,4000,101,JUFFER,5,4
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,4040,101,BERNSTOCK,10,0
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,4220,101,ROSSITER,15,0
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,4290,1,RAMBERG,10,9
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,4480,1,PARROT,30,10
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,4501,101,BOYCE DAVIES,10,1
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,4509,101,RICHARDSON,10,0
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,4530,101,WONG,13,2
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,4578,101,DIAZ,20,1
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,4740,101,FERNANDEZ,10,1
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,6290,1,RAMBERG,10,2
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,6513,101,RICHARDSON,10,0
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,6560,101,HANSON,10,0
"FGSS - FEMINIST, GENDER & SEXUALITY",Fall 2012,FGSS,6740,101,FERNANDEZ,10,4
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2012,FGSS,2010,1,"JUFFER, J",30,35
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2012,FGSS,2020,1,"RAMBERG, L",45,30
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2012,FGSS,2190,101,GHOSH,15,6
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2012,FGSS,2290,101,SALVATO,15,15
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2012,FGSS,2730,1,NORTON,14,6
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2012,FGSS,3250,1,"WARNER, S",15,2
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2012,FGSS,4231,101,"PRITCHARD, S",15,3
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2012,FGSS,4301,101,"WOUBSHET, D",15,5
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2012,FGSS,4445,1,"HODZIC, S",15,2
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2012,FGSS,4460,1,BLAU,40,0
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2012,FGSS,4507,101,"BOYCE DAVIES, C",17,1
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2012,FGSS,4651,101,"WOUBSHET, D",10,0
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2012,FGSS,4920,102,"HITE, M",16,0
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2012,FGSS,4950,101,WEIL,10,1
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2012,FGSS,6040,101,"WARNER, S",15,4
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2012,FGSS,6507,101,"BOYCE DAVIES, C",17,0
"FGSS - FEMINIST, GENDER & SEXUALITY",Spring 2012,FGSS,7445,1,"HODZIC, S",15,5
FILM - FILM STUDIES,Spring 2012,FILM,3115,101,MURRAY,25,6
FILM - FILM STUDIES,Spring 2012,FILM,3290,101,"WAITE, G",100,57
FILM - FILM STUDIES,Spring 2012,FILM,3350,101,HANRAHAN,10,4
FILM - FILM STUDIES,Spring 2012,FILM,3771,1,RIVCHIN,12,12
FILM - FILM STUDIES,Spring 2012,FILM,3790,1,"FREDERICKSEN, D",20,15
FILM - FILM STUDIES,Spring 2012,FILM,4100,101,HANRAHAN,16,9
FILM - FILM STUDIES,Spring 2012,FILM,4730,101,"FREDERICKSEN, D",12,16
FSAD - FIBER SCIENCE AND APPAREL DESIGN,Spring 2013,FSAD,1140,1,PARK,28,12
FSAD - FIBER SCIENCE AND APPAREL DESIGN,Spring 2013,FSAD,2370,1,FREY,30,25
FSAD - FIBER SCIENCE AND APPAREL DESIGN,Fall 2012,FSAD,1350,1,FREY,35,42
FSAD - FIBER SCIENCE AND APPAREL DESIGN,Fall 2012,FSAD,1360,"401,402",FREY,20,30
FSAD - FIBER SCIENCE AND APPAREL DESIGN,Fall 2012,FSAD,1450,1,RACINE,22,14
FSAD - FIBER SCIENCE AND APPAREL DESIGN,Fall 2012,FSAD,2650,1,RACINE,18,11
FSAD - FIBER SCIENCE AND APPAREL DESIGN,Fall 2012,FSAD,3310,1,LEWIS,30,32
FSAD - FIBER SCIENCE AND APPAREL DESIGN,Fall 2012,FSAD,4200,1,JIROUSEK,15,18
FSAD - FIBER SCIENCE AND APPAREL DESIGN,Fall 2012,FSAD,4440,1,LEWIS,20,18
FSAD - FIBER SCIENCE AND APPAREL DESIGN,Spring 2012,FSAD,1140,1,"PARK, H",24,25
FSAD - FIBER SCIENCE AND APPAREL DESIGN,Spring 2012,FSAD,2370,1,FREY,30,28
FSAD - FIBER SCIENCE AND APPAREL DESIGN,Spring 2012,FSAD,2640,1,ASHDOWN,20,17
FSAD - FIBER SCIENCE AND APPAREL DESIGN,Spring 2012,FSAD,2660,1,ASHDOWN,20,13
FSAD - FIBER SCIENCE AND APPAREL DESIGN,Spring 2012,FSAD,3320,1,"KOZEN, F",18,14
FSAD - FIBER SCIENCE AND APPAREL DESIGN,Spring 2012,FSAD,3350,"1,2",NETRAVALI,10,9
FSAD - FIBER SCIENCE AND APPAREL DESIGN,Spring 2012,FSAD,3690,1,"RACINE, A",19,18
FSAD - FIBER SCIENCE AND APPAREL DESIGN,Spring 2012,FSAD,6660,1,FREY,8,10
HD - HUMAN DEVELOPMENT STUDIES,Spring 2013,HD,3300,1,MENDLE,150,123
HD - HUMAN DEVELOPMENT STUDIES,Spring 2013,HD,4300,1,KUSHNIR,20,14
HD - HUMAN DEVELOPMENT STUDIES,Spring 2013,HD,6210,101,WANG,6,2
HD - HUMAN DEVELOPMENT STUDIES,Fall 2012,HD,1140,101,SWEENEY,20,18
HD - HUMAN DEVELOPMENT STUDIES,Fall 2012,HD,1150,1,GANZEL,350,287
HD - HUMAN DEVELOPMENT STUDIES,Fall 2012,HD,1160,201-208,GANZEL,100,0
HD - HUMAN DEVELOPMENT STUDIES,Fall 2012,HD,1840,1,CECI ET AL,125,17
HD - HUMAN DEVELOPMENT STUDIES,Fall 2012,HD,2600,1,ZAYAS,210,80
HD - HUMAN DEVELOPMENT STUDIES,Fall 2012,HD,2830,1,CASASOLA,50,52
HD - HUMAN DEVELOPMENT STUDIES,Fall 2012,HD,3380,1,WANG,21,36
HD - HUMAN DEVELOPMENT STUDIES,Fall 2012,HD,3460,1,STILWELL,40,39
HD - HUMAN DEVELOPMENT STUDIES,Fall 2012,HD,3570,1,WETHINGTON,100,89
HD - HUMAN DEVELOPMENT STUDIES,Fall 2012,HD,4770,1,MENDLE,20,16
HD - HUMAN DEVELOPMENT STUDIES,Fall 2012,HD,4840,101,CECI ET AL,125,25
HD - HUMAN DEVELOPMENT STUDIES,Fall 2012,HD,6330,101,LUST,10,2
HE - HUMAN ECOLOGY (NON-DEPARTMENTAL),Spring 2013,HE,6010,101,O'TOOLE,30,30
HE - HUMAN ECOLOGY (NON-DEPARTMENTAL),Fall 2012,HE,1115,1-4,CHEN/SELCO,72,58
HE - HUMAN ECOLOGY (NON-DEPARTMENTAL),Fall 2012,HE,6010,101,O'TOOLE,45,24
HE - HUMAN ECOLOGY (NON-DEPARTMENTAL),Fall 2012,HE,6012,1,JOHNSON,30,22
HINDI - HINDI,Fall 2012,HINDI,1101,1,SINGH,15,18
HINDI - HINDI,Fall 2012,HINDI,2201,101,SINGH,10,3
HORT - HORTICULTURAL SCIENCES,Spring 2013,HORT,1115,1,BAUERLE,60,84
HORT - HORTICULTURAL SCIENCES,Spring 2013,HORT,3100,1,MILLER,27,15
HORT - HORTICULTURAL SCIENCES,Spring 2013,HORT,4000,1,MUDGE,20,14
HORT - HORTICULTURAL SCIENCES,Fall 2012,HORT,2200,1,MT PLEASANT,15,6
HORT - HORTICULTURAL SCIENCES,Fall 2012,HORT,2204,1,HEUVEL,50,0
HORT - HORTICULTURAL SCIENCES,Fall 2012,HORT,2410,1-6,PERRY,120,4
HORT - HORTICULTURAL SCIENCES,Fall 2012,HORT,4910,1,BASSUK,40,7
HORT - HORTICULTURAL SCIENCES,Fall 2012,HORT,4940,2,MT PLEASANT,25,30
HORT - HORTICULTURAL SCIENCES,Spring 2012,HORT,1104,1,ARNINK,130,32
HORT - HORTICULTURAL SCIENCES,Spring 2012,HORT,1115,1,"BAUERLE, T",60,65
HORT - HORTICULTURAL SCIENCES,Spring 2012,HORT,1160,101,"WOLFE, D",18,18
HORT - HORTICULTURAL SCIENCES,Spring 2012,HORT,3920,1,BASSUK/TROWBRIDGE,40,3
HORT - HORTICULTURAL SCIENCES,Spring 2012,HORT,4551,1,"CHENG, L",10,10
HORT - HORTICULTURAL SCIENCES,Spring 2012,HORT,4660,1,THIES,15,2
HORT - HORTICULTURAL SCIENCES,Spring 2012,HORT,4920,1,BASSUK/TROWBRIDGE,40,7
HORT - HORTICULTURAL SCIENCES,Spring 2012,HORT,4940,1,MT. PLEASANT,10,22
IARD - INTL AG & RURAL DEVELOPMENT,Spring 2013,IARD,4910,201,FICK,15,0
IARD - INTL AG & RURAL DEVELOPMENT,Spring 2013,IARD,6180,1,DUDLEY,15,1
IARD - INTL AG & RURAL DEVELOPMENT,Fall 2012,IARD,4000,1,BROWN,12,10
IARD - INTL AG & RURAL DEVELOPMENT,Fall 2012,IARD,4710,101,ISBELL,15,6
IARD - INTL AG & RURAL DEVELOPMENT,Fall 2012,IARD,4910,1,FICK,15,0
IARD - INTL AG & RURAL DEVELOPMENT,Spring 2012,IARD,4910,201,FINK,25,0
IARD - INTL AG & RURAL DEVELOPMENT,Spring 2012,IARD,6030,1,"UPHOFF, N",60,10
IARD - INTL AG & RURAL DEVELOPMENT,Spring 2012,IARD,6180,"1,2",DUDLEY,50,9
ILRHR - ILR HUMAN RESOURCE MANAGEMENT,Spring 2013,ILRHR,2670,1,GRASSO,50,20
ILRHR - ILR HUMAN RESOURCE MANAGEMENT,Spring 2013,ILRHR,3620,1,GASSER,32,23
ILRHR - ILR HUMAN RESOURCE MANAGEMENT,Spring 2013,ILRHR,6611,1,BURTON,20,7
ILRHR - ILR HUMAN RESOURCE MANAGEMENT,Fall 2012,ILRHR,2020,1,HALLOCK,100,64
ILRHR - ILR HUMAN RESOURCE MANAGEMENT,Fall 2012,ILRHR,2600,1,LIVINGSTON,250,259
ILRHR - ILR HUMAN RESOURCE MANAGEMENT,Fall 2012,ILRHR,3620,1,GASSER,35,32
ILRHR - ILR HUMAN RESOURCE MANAGEMENT,Fall 2012,ILRHR,3650,1,COLLINS/HAGGERTY,25,25
ILRHR - ILR HUMAN RESOURCE MANAGEMENT,Fall 2012,ILRHR,3670,1,BELL,35,26
ILRHR - ILR HUMAN RESOURCE MANAGEMENT,Fall 2012,ILRHR,4640,1,COHEN,35,34
ILRHR - ILR HUMAN RESOURCE MANAGEMENT,Fall 2012,ILRHR,4641,1,BURTON,47,45
ILRHR - ILR HUMAN RESOURCE MANAGEMENT,Fall 2012,ILRHR,4660,1,COHEN,35,31
